,age,board_rank,draft_year,height,name,negative_report,position,positive_report,school,school_year,weight,wingspan,standing_reach,Rookie_BPM,Rookie_VORP
139,21.7,51.0,2018,77.5,SHAKE MILTON,"Lacks necessary burst and agility to develop into a lead ball handler who can break down defenses as a go-to shot maker. Drew a lot of fouls in college, but it’s unlikely to translate in the NBA unless he diversifies his ballhandling repertoire. Average shooter off the dribble who needs time to get into his shot; he still needs to extend his range to 3. Thin lower body may limit his effectiveness on defensive switches against larger wings and forwards. Inconsistent defensive effort, especially playing off-ball; he loses focus, falls out of his stance, and gets caught out of position.",Guard,"Super-versatile player whom creative coaches can plug in as a wing, a 2-guard, or a backup point guard. Plays a casual, smooth game and makes simple passes, though he lacks dynamic playmaking vision and skill. Reliable spot-up shooter after improving each season from both 3-point land and the free throw line. Plays with poise and pace in the pick-and-roll; has improved his decision-making as a passer each season. Developed a soft floater that he utilizes often when he can’t get to the rim. Excellent lateral quickness and length make him a terror for opposing point guards. Flashes excellent off-ball defensive potential; he intercepts passes using his long 7-foot wingspan and steps in the lane to take charges.",SMU,junior,207,84.75,99.5,-3.2,-0.1
140,20.7,52.0,2018,76.5,TONY CARR,"How will his 3-pointer translate? It looks like he’s aiming for the moon when the ball leaves his hand. His footwork is inconsistent. Loves mid-range jumpers a little too much and ends up settling for a lot of wild floaters. Subpar at-rim finisher. He doesn’t get much elevation and is only average finishing against contact. He needs to develop more craft. Lacks an elite first step and burst to create space at the highest levels, which was a key part of his offense in college.",Point Guard,"Good size for a guard with his strong, muscular frame and long arms. He’s shown flashes of being an effective defender. Capable spot-up shooter with NBA range. He’s also a savvy ball handler capable of creating space off the dribble. Takes and makes a lot of tough shots. He can spark offense for a team in dire straits. Skilled post scorer with clean footwork and use of spins. He can hit turnarounds, hook shots, and facilitate from the block, too. Solid pick-and-roll playmaker. He makes simple passes, entries, and lobs, though he isn’t a dynamic decision-maker.",Penn State,NaN,199,80.25,100.0,-2.4,-0.2
141,18.6,53.0,2018,81.0,ISAAC BONGA,"He is often hesitant rather than just attacking. He also passes up open jumpers, which suggests a lack of confidence. He’s a turnover machine at this stage. He telegraphs too many passes, or when he’s pressured he’ll panic when getting rid of the ball. Not a strong leaper off one foot inside the paint, doesn’t draw many fouls, and ends up settling for floaters. He’ll need to become a crafty finisher. Shooting mechanics need work. His toes are pointed toward the rim, which can cause tension in the shoulders, and his release is too slow. Currently a nonfactor shooting jumpers off the dribble. He pauses as he transitions into his shot, as if he needs to get a grip on the ball. Needs to add a lot of muscle to his skinny frame, which should help him on defense, where he currently gets overpowered.",Small Forward,"Superb playmaker off the dribble who throws difficult kick-outs for 3s, and threads the needle into the paint. Advanced navigating the pick-and-roll for his age. He changes gears, can dribble, finish, or pass with either hand, and makes smart decisions. Very fluid ball handler with good body control who looks like he’s gliding to the rim on drives, and he has soft touch finishing with either hand. He became an elite free throw shooter, and though he still struggles from 3, his progress suggests an ability to turn weaknesses into strengths. Potential versatile defender with his blend of length, size, and lateral quickness. He’s also a competitive rebounder.",Frankfurt Skyliners / Germany,NaN,203,83.75,106.5,-4.8,-0.1
142,21.3,54.0,2018,78.75,JUSTIN JACKSON,"He has the potential to defend all positions, but needs to improve his lateral agility, and he’s not an above-the-rim shot blocker. Watches the ball too much when defending off-ball, which leaves him prone to getting back-cut by his man. Needs to improve his shooting-form consistency to produce more effectively in transition and on one-dribble jumpers. Sloppy ball handler with a high dribble and a slow first step. Not a factor driving to the rim. Suffered a torn labrum in his right shoulder, ending his sophomore season early.",Forward,"Good physical tools with a muscular body, thick legs, and long arms. Plays very hard defensively with good on-ball fundamentals. Slides his feet well and plays aggressively in the post. Could potentially play a small-ball center role. His length allows him to alter shots, and rebound over bigger opponents. Solid spot-up shooter when he has space, though he’ll need to speed up his release and extend his range. Displays ability to time his cuts to the rim, where he does a nice job finishing with either hand.",Maryland,NaN,229,87.0,105.0,NaN,NaN
143,20.5,55.0,2018,82.0,ARNOLDAS KULBOKA,"Thin frame limits his defensive and rebounding potential. He’s too lean to defend larger players, and not quick enough to defend smaller ones. Must add more diverse dribble moves to create space as a shooter off of the dribble. Plays with so much finesse that he avoids contact inside. Difficult to tell if the issue is mental or physical, or both.",Small Forward,"Excellent spot-up shooter who shows dynamic upside getting open through screens, with the size to shoot over defenses. Good shooting potential off of the dribble. He can hit one-two dribble pull-ups and show flashes with stepbacks. Smooth ball handler who could excel running pick-and-roll in a secondary role, though he must cut down on careless passes. Natural touch with both hands, though he needs to get stronger. Runs the floor hard in transition to make himself available.",Capo D'Orlando / Lithuania,NaN,201,83.25,107.0,-2.4,-0.2
144,23.0,56.0,2018,78.0,DEVON HALL,"He’s a below-average ball handler with a lack of diverse moves. His turnovers are largely a result of his loose handle. Lacks the burst to get to the lane and the leaping ability to finish inside, so he ends up settling for too many floaters. He can get better at avoiding screens as an off-ball defender. He’s a very good defender, but probably not a lockdown guy due to his lack of elite athleticism.",Shooting Guard,"Excellent lefty spot-up shooter who relocates at a high level and can hit shots off screens. Good secondary ball handler who runs a smooth pick-and-roll. He can get to the rim with straight-line drives or pull up from 3. Makes smart, accurate passes off the dribble. He knows how to read the defense and rarely makes bonehead mistakes. Good defender with excellent fundamentals, quick lateral movement, length, and size to defend multiple positions. Team defender who communicates, hustles on closeouts, and stays focused.",Virginia,senior,206,79.75,102.0,-9.7,0.0
145,20.0,57.0,2018,84.5,BRANDON MCCOY,"Lacks length and athleticism necessary to be an elite interior presence or shot blocker. Struggles defending pick-and-roll due to lack of mobility; he’s a flat-footed plodder on the perimeter. Subpar defensive instincts when rotating off-ball; he’s often out of position or a step late and ends up committing careless fouls. Awful assist-turnover ratio is indicative of his poor feel; he lacks passing vision, doesn’t read the floor, travels too often, and sets moving screens.",Center,"Good touch around the rim using either hand; he has a knack for finding openings to get his shot up. Fights to establish positioning right underneath the rim to receive entry passes or clean up the offensive boards. Solid free throw and midrange shooter; he has odd mechanics, but could theoretically space the floor from the corner. Strong frame to defend the low post, box out, and rebound.",UNLV,freshman,250,86.0,110.5,-2.4,-0.2
146,22.2,58.0,2018,80.0,VINCE EDWARDS,"Too passive to be an elite defender; he disappears far too often and doesn’t show activity with blocks or steals. Lazily fights over screens and closes out on shooters. Ineffective shooter off the dribble. Passiveness applies to offense, too; fades in and out of games. Needs to be steady as a role player.",Forward,"Size, length, and thick frame give him potential to be versatile defender. Terrific shooter off the catch, though he has clunky wind-up mechanics. Good interior finisher and capable of beating mismatches on the low post using his smooth footwork. Plays within himself by making quality passes and avoiding silly mistakes. Smart mover and cutter without the ball.",Purdue,senior,225,84.0,105.5,-6.4,0.0
147,23.6,59.0,2018,79.0,GARY CLARK,"Improved each season as a shooter, but still lacks range. Looks uncomfortable in his mechanics and releases the ball slowly. Basic ball handler limited to straight-line drives. Has only a 6-foot-10 wingspan, so isn’t especially long for his height.",Power Forward,"Relentless rebounder with excellent instincts chasing down the ball. Handles contact well while finishing around the rim. Role player qualities: He sets hard screens, avoids careless mistakes, and facilitates. Runs the floor hard in transition, which results in easy fast-break scores and chase-down blocks. Super versatile defender who blends a high basketball IQ, instincts, good athleticism, and sheer effort to give him lockdown upside.",Cincinnati,senior,233,82.0,106.0,-0.7,0.2
148,22.2,60.0,2018,80.0,ALIZE JOHNSON,"Rarely picks up blocks or steals, a historically negative statistical indicator for NBA prospects. He was used as a center in college and struggled to defend larger players on the post. He’s really lean, especially in the lower body. Struggles with contact on drives, largely because he’s so right-hand dominant on layups and with his dribble. His feel for the game is only average; he wears blinders too often on drives and ends up forcing the issue with wild shots.",Power Forward,"Plays hard on defense, stays mentally engaged and crashes the glass. He moves well laterally and can switch screens onto guards and wings. Excellent rebounder with a nose for the ball and the handle to go coast to coast, a valuable skill for teams that run multiple ball handler offenses. Good passing vision for his size. He grew up playing point guard and retained the skills as a facilitator in transition. Average shooter for his position, but he’s shown flashes. With a few tweaks to his elbow and footwork he can be more consistent. Comfortable posting up with good footwork, though he predictably always tries to get back to his right hand.",Missouri State,senior,217,80.75,103.0,-7.7,-0.1
149,19.1,1.0,2017,76.0,MARKELLE FULTZ,Needs to extend his shooting range and usually used a slow “one-two step” off the catch in college. Settles for too many midrange jumpers and floaters rather than attacking the rim. Lackadaisical defender who falls into an upright stance and doesn’t always fight hard through screens. He’s capable of locking down when he’s engaged.,Point Guard,"Controls speed of the game as a playmaker in transition. Great first step, but can slow it down when needed. Gets where he wants using hesitations, Euro-steps, and crossovers. Pick-and-roll maestro for his age, and NBA spacing will only enhance his abilities. Excellent passing vision and sees plays develop early. Puts zip on the ball. Likes to use bounce passes. Great body control, handles contact well, and finishes with both hands at the rim. Good shooter off the dribble. Pulls up on a dime. Has height and lift to shoot over guards. Will need to use more stepback jumpers. Competitive, instinctual rebounder. Uses his length to outrebound bigs. Great defensive upside due to long arms and wide frame.",Washington,NaN,195,82.0,102.0,-2.6,0.0
150,19.7,2.0,2017,78.0,LONZO BALL,"Bizarre shooting mechanics—a hitch and low release—limit his dribble jumper. He’s currently a nonfactor scoring from midrange. Lacks a deep arsenal of dribbling moves, though he’s talented enough to make up for an average first step. Unable to get to the rim consistently, and when he does, he often avoids contact. Needs to add Curry-like crafty finishes. Lean frame could hinder him in matchups against stronger guards, and he doesn’t always stay in his stance.",Point Guard,"Elite court vision and passing accuracy, allowing him to whip the ball upcourt in transition. Impressive intangibles; high basketball IQ, sees plays develop early, selfless decision-maker, creative. Height advantage over small guards. High pick-and-roll playmaking upside as he already understands how to make reads, change speeds, and use hesitations. Complementary off-ball scorer who can shoot from deep and make smart cuts. Excellent instincts on defense: jumps passing lanes for steals and flies in from outside to snatch rebounds; has good off-ball-defense potential.",UCLA,NaN,190,NaN,NaN,1.0,1.3
151,20.4,3.0,2017,80.0,JOSH JACKSON,"Average wingspan and lack of length and bulk limits his defensive versatility. Poor shooting mechanics needing an overhaul: wide base, elbow out, brings ball to shot pocket early, low and slow release, has a hitch. Struggles shooting off the dribble, and his shot is easy to contest. Unimaginative ball handler leaning on his stepback too much. Dwells on negative plays, picks up techs, commits lazy fouls. Jackson was accused of threatening a Kansas women's basketball player in a March incident that led to a misdemeanor criminal property damage charge.",Forward,"Explosive athlete who plays with balance, force, and feel, and he’s unafraid of contact. Capable of playing point forward given his passing vision and accuracy. Go-to scorer potential; has a quick first step, fluidity, and the ability to change pace. Excellent team defender who never gives up on a possession and fights for 50-50 balls. Tremendous perimeter defender, already excels in the pick-and-roll and pick-pocketing ball handlers. Noticeable presence in the post; rebounding well and blocking on the weakside on defense.",Kansas,NaN,203,82.0,99.0,-4.2,-1.1
152,19.3,4.0,2017,80.0,JAYSON TATUM,"Lacks defensive mentality. Loses focus off-ball, dies on screens. He has the ability but doesn’t play with much effort or NBA-level physicality. Lacks defensive versatility. Flat-footed on the perimeter; gets toasted by guards. Thin in the waist, so gets overpowered by bigs. Needs to score to produce. He’s a willing passer but lacks vision off the dribble. Not a natural shooter, with rigid mechanics. Gets to his shot pocket early and heaves the ball. Struggles off the dribble from 3-point range. Lives in midrange. Settles for pull-ups and floaters. If his 3-pointer doesn’t translate, is he a player modern teams can build around?",Forward,"Fluid athlete with a good wingspan and wide frame. Not super explosive but has excellent body control. Has defensive upside if mentality improves. Advanced scorer. Upside to score from all levels using his outstanding footwork to create space. Scores with ease from the post; can attack closeouts. Could feast on mismatches. Savvy ball handler. Lacks burst but knows how to change pace. Needs to be more aggressive in the paint, but he can get there. Should be able to develop into a pick-and-roll threat as he gains experience. It’s key for his good shooting touch to translate to NBA 3-point range.",Duke,NaN,204,83.0,107.0,1.2,2.0
153,19.5,5.0,2017,75.0,DE'AARON FOX,"Skinny frame with needle legs that will make him a liability against larger guards or when scoring against contact. His poor shooting is vexing. He has good mechanics, looks comfortable, yet he struggles. Gets into the paint with ease, but isn’t an elite finisher. Needs to add more creative finishes instead of settling for floaters. Prone to turnovers as a result of trying to do too much as a playmaker.",Point Guard,"Speed coupled with the ability to control tempo. Can slow it down or kick it into hyperdrive, making him a major transition threat. High-IQ pick-and-roll playmaker. Good at probing defense, snaking to middle, and either attacking or passing. Excellent ball handler who can stop and start in a flash, armed with weapons like quick crossovers, hesitations, and hang dribbles. Potential to become an end-of-game scorer if his shot improves because he can create space for his jumper with ease. Super-active defender. Moves laterally well, guards actively without fouling, and has upside in the pick-and-roll. Excellent off-ball defender. Always seems aware of play, takes calculated risks to jump passing lanes.",Kentucky,NaN,171,79.0,100.0,-4.2,-1.1
154,19.6,6.0,2017,75.0,DENNIS SMITH,"Subpar decision-maker; forces shots early in the clock and from midrange. Shooting hampered by inconsistent footwork and getting to his set point early, ruining momentum. Limited physical profile; tore left ACL in high school, short arms, but has a wide frame that can pack on muscle. Poor defensive effort; dies on screens, can grind in man-to-man when he’s engaged, but often looks sluggish and takes it easy off-ball.",Point Guard,"Explosive athlete; soars through the lane, uses both hands to dunk and finish in traffic, major threat in transition. Shifty ball handler and creative finisher. Uses quick crossovers and stepbacks to get open. Gets to the rim with ease. Elite scoring potential, but upside hinges on shooting development. Creates space but can’t always sink the shots. Accurate passer with potential to improve, but doesn’t make many advanced passes and tends to be a beat slow making reads in the pick-and-roll. Excellent first step and dynamic handle, and NBA spacing in the half court will help.",NC State,NaN,195,NaN,NaN,-2.4,-0.2
155,19.7,7.0,2017,83.0,JONATHAN ISAAC,Lacks fluidity pulling up off the dribble. Needs to get quicker transition from dribble to shot. Doesn’t have strong hands. Bobbles a lot of passes. Loose handle and takes off from too far out on layups. Not very physical. Not as impactful in the open floor as you’d hope. Tends to be more finesse than physical. Lack of strength will be solved but mentality may not change. Average feel. Can pass but lacks vision; doesn’t make the quickest reads. Shot selection is iffy.,Forward,"Exciting potential to be a versatile scorer. Can rise over smaller defenders or drive by bigger ones. Good spot-up-shooting upside. He’s streaky with inconsistent mechanics but has good touch and a high release. Effective off-ball threat. Catches lobs, attacks boards, could be at his best in a motion offense that gives him the ball off handoffs. Versatile defensive upside. Has the length to play small-ball 4, likes to crash the boards. Good shot blocker. Can slide his feet on the perimeter.",Florida State,NaN,205,85.0,109.0,-1.4,0.1
156,19.4,8.0,2017,75.0,MALIK MONK,"Hasty decision-maker, too frequently dribbling into trouble. Average passer. If he becomes a point, passing will always be secondary. Doesn’t drive to the basket often enough. And when he does, rarely draws fouls. Most of his at-rim chances come in transition. Tightening his handle would help. Likely a one-position defender due to short arms and lean frame; can’t switch. Apathetic off-ball defender and rebounder. Loses focus or gambles rather than making fundamental plays.",Guard,"Superb quickness. He flies up the court and is a monster dunker in the open floor. He’s lean in the waist but has wide shoulders. Elite shooter from NBA range who is always looking for his shot. Can spot up or hit off-balance coming off of screens, or off the dribble. NBA spacing may unlock his pick-and-roll capabilities allowing him to pull up over screens at will or attack newly open lanes. Potential as a great finisher near the rim if he improves his handle. He can finish with power or finesse. Shines most in transition. Shows flashes as a passer. Not accurate but has vision and recognizes the open man when running pick-and-roll or handling in transition.",Kentucky,NaN,197,76.0,99.0,-3.4,-0.3
157,18.9,9.0,2017,77.0,FRANK NTILIKINA,"Inaccurate passer, doesn’t execute basic plays. Needs to improve a lot to be a point guard. Loose handle; ball slows him down. He botches crossovers, fails to create space or turn the corner. Ends up settling for midrange shots. Lacks the quick first step you see from elite guards. May be better off in a secondary role in two-guard offense rather than the primary playmaker. Ineffective shooter off the dribble. Goes into slow motion when he transitions into his shot. Improved his mechanics but still needs a faster release and more consistent footwork.",Point Guard,"Fluid athlete with long arms and a frame that can pack on bulk. Multiposition defender with elite upside. Plays extremely hard, takes charges, makes winning plays. Advanced fundamentals in closing out and fighting over screens. Attentive off-ball. Rebounds too. Capable of defending reliably as a rookie. Has natural passing instincts, and his height creates angles. Accuracy is an issue but he has excellent vision passing off the dribble. Good off-ball shooting upside. Navigates pick-and-rolls well, snakes to the middle of the floor. Clearly knows what he wants to do, just doesn’t always execute or finish effectively.",Strasbourg / France,NaN,170,NaN,NaN,-5.0,-1.3
158,20.1,10.0,2017,84.0,LAURI MARKKANEN,"Needs to expand beyond his shooting game to add playmaking and interior scoring. Struggles at times scoring against length. Subpar interior defender because he doesn’t get in position for leverage and he lacks strength and length. Inconsistent perimeter defender who reaches too much, has poor footwork on closeouts, and gets lost in pick-and-roll coverages. Poor rebounder, often outperformed by guards and moved off his spot. Lacks length to grab contested boards.",Stretch Forward,"Fluid, agile 7-footer with a guard’s skill set. Potential to score off the bounce, pull up to shoot, or attack. Excellent spot-up shooter with NBA range. Projects as a major pick-and-pop and spot-up threat. Great footwork when shooting on the move, which teams can exploit by using him off screens like a guard. Very good attacking closeouts. Uses spin moves and crossovers. Finishes using both hands effectively at the rim. Flashes of defensive upside. Currently lacks fundamentals, but he’s mobile enough to develop the ability to defend on the perimeter.",Arizona,NaN,225,NaN,NaN,-0.2,0.9
159,19.6,11.0,2017,84.0,ZACH COLLINS,"Average athlete who lacks length and elite hops. Lacks bounce in traffic and gets blocked too frequently. Commits careless mistakes as a passer and doesn’t always handle the ball well in traffic. Troublingly high foul rate needs to improve. He pushes off on boards and reaches too much; too hungry for blocks when he should box out. Has concerning intangibles. Gets visibly frustrated when things don’t go his way, which leads to losing focus or being tentative.",Big,"Great coordination and timing finishing on tip-ins, cuts, and pick-and-roll dives. Draws a ton of fouls. Good shooting potential off the catch and pick-and-pop. Needs to extend range and speed up release but has sound, repeatable mechanics. Mobile on the post and drives. Has face-up upside. He’s mobile using both his left and right hands to dribble or finish with hook shots or layups. Versatile defender with good fundamentals. Can comfortably defend stretch bigs with the upside to hang with forwards and wings. Displays good timing as a shot blocker, instincts on rotations, and a nose for rebounding. Needs to bring intensity consistently.",Gonzaga,NaN,230,85.0,111.0,-4.3,-0.6
160,20.8,12.0,2017,75.0,DONOVAN MITCHELL,"Lacks defensive awareness: gambles too much, strays out of position, commits too many fouls, and has unrefined fundamentals. Doesn’t have a true position. He’s an undersized 2-guard and lacks the pure passing and ballhandling skills of a point. Takes too many wild shots at the rim; doesn’t handle contact well on drives. Streaky shooter who launches too many shots early in the clock.",Guard,"Elite defensive potential: aggressive, versatile, plays with reckless abandon, great rebounder. Potential pick-and-roll playmaker; He has passing vision, sees the open man, and mainly needs to add more dynamic passes. Explosive leaper: lob threat, dunks when he has space, uses both hands for layups. Effective shooter; has NBA range, hits tough shots, and can rise to shoot off the dribble. Improved ball handler who uses crossovers, change of pace, and has a great first step.",Louisville,sophomore,210,82.0,97.0,1.2,2.2
161,19.9,13.0,2017,80.0,OG ANUNOBY,"Coming off a torn ACL, especially concerning as he doesn’t explode when leaping. Lacks aggression and must be stronger with the ball in his hands at the rim. Sloppy footwork and ballhandling. Lacks a left hand. Called for travels and charges. Needs to learn to absorb contact near the rim. Lacks passing vision and needs to put more zip on basic passes. Shooting issues: slow shooting release and one-two step that leads to blocked shots. Poor free throw shooter. Lacks fluidity transitioning dribble into shot due to rigid mechanics.",Forward,"Superb physical dimensions—long wingspan with wide frame—with lateral quickness and extreme versatility. Elite defensive potential and capable of defending nearly every position. Jumps passing lanes, switches onto guards and bigs, contests hard. Rebounding advantage given his size, which he uses to box out, with long arms outreaching even larger players. Quick first step in the post and when attacking closeouts. Raw footwork holds him back, but already a transition threat. Good awareness; understands his game, plays within himself, and rarely makes boneheaded mistakes.",Indiana,sophomore,215,86.0,108.0,-0.6,0.5
162,19.2,14.0,2017,83.0,HARRY GILES,"Worrisome injury history: torn left ACL, MCL, meniscus in 2013; torn right ACL in 2015; left-knee procedure in 2016. Lacks feel for the game; sets too many moving screens, makes inaccurate passes, panics when pressured. It’s crucial he improves role-player skills. Interior scoring is shaky, rarely uses his left hand, and misses easy shots. Lacks explosiveness from standstill. Uncomfortable shooter: low release, limited range, misses off the side of the rim. Prone to getting hacked due to poor free throw percentage.",Big,"Versatile defensive potential. Before the ACL tear, he was capable of switching onto guards. Not a pure rim protector, but he can alter shots due to quick-leaping ability. Needs to get stronger to handle larger bigs, though. Excellent rebounding potential if explosiveness returns. Capable of throwing down putbacks. Loves to chase out of area for boards. Can develop into a screen-game threat because of his good hands and leaping. Scores quickly from the dunker’s spot on baseline and runs floor hard in transition. Perimeter scoring potential. Can handle the ball in the open floor. Needs to improve handle to face up or create in half court.",Duke,NaN,222,87.0,110.0,-3.0,-0.2
163,21.0,15.0,2017,78.0,LUKE KENNARD,"Subpar at-rim finisher due to poor verticality and length. Needs to improve his handle against high-level athletes. May always need screens to get open on-ball. Gets burned on defense despite playing hard with solid fundamentals. Struggles to move laterally and has short arms. Even if he improves defensively, he likely maxes out at average due to athleticism.",Guard,"Excellent shooting upside. Features a quick release and pristine footwork, with ability to hit shots on the move, off screens, and off the dribble. Extremely high basketball IQ and feel for the game. Rarely makes mistakes. He’s very advanced at using off-ball screens to get open. Improved his handle significantly and used his off-hand more frequently as a sophomore — his growth rate is encouraging. Tremendous passing vision and accuracy with both hands. His pick-and-roll instincts give him combo-guard upside. Intangibles are off the charts. He’s a proven hard worker, plays with fire, hustles, and makes winning plays.",Duke,sophomore,202,77.0,99.0,-0.8,0.5
164,22.2,16.0,2017,80.0,JUSTIN JACKSON,"Not a fast-twitch athlete and lacks a tight handle, limiting his scoring off the dribble. Settles for too many floaters and midrange jumpers due to inability to attack the paint. Thin frame and average physicality limit his defensive upside.",Forward,"Improved spot-up shooter after quickening his release, though he needs to preserve his revised mechanics. Flashed potential shooting off screens while displaying good footwork. High IQ/instincts; knows how to fill an off-ball role sprinting in transition, spotting up, and cutting. Good passer who makes quick decisions and accurate passes. Serviceable defender who has great quickness and length to contain guards and wings.",North Carolina,junior,193,83.0,105.0,-3.5,-0.6
165,20.0,17.0,2017,83.0,JUSTIN PATTON,"Extremely raw offensively. Sets sloppy screens; inaccurate passer. Commits frustrating, avoidable turnovers. Liability from the free throw line. Below-average rebounder who doesn’t always box out or chase out of his area. Lacks discipline and fundamentals on defense. Needs to stay in his stance and avoid falling for fakes that get him into foul trouble. He’ll get stronger over time but to reach his upside defensively he’ll need to be tougher defending the interior.",Big,"Explosive leaper with excellent eye-hand coordination for lobs and putbacks. Has soft touch near the rim. Massive pick-and-roll potential. Must improve screening and shooting but can take defenders off the dribble and score. Intriguing perimeter-scoring upside. Possesses an excellent first step and fluid athleticism, and shows Towns-like flashes. Shoots at a low rate but could improve due to soft touch. There’s too much movement on his shot mechanics. Mobile defender; has long arms, covers ground well, can slide on the perimeter. Fundamentals must improve.",Creighton,NaN,226,87.0,112.0,3.2,0.0
166,19.7,18.0,2017,82.0,JOHN COLLINS,"Poor defender who doesn’t stay seated in his stance and gets too handsy. He’s not lazy, just lacks fundamentals. Skinny frame, and not particularly long or explosive, so his rim-protection upside is naturally limited. Ineffective shooter, but has good touch and average mechanics. Needs to fix his set point and have consistent footwork to improve. Lacks passing vision. He telegraphs too many passes or doesn’t spot open players.",Big,"Advanced interior scorer. Knows how to carve out space, score through contact, and finish with both hands. Smart in the pick-and-roll. He’s a lob threat, smooth on drives, and excellent at beating switches. Needs to improve screening, though. Great face-up scoring potential if his shot improves. Has a good first step, can attack off the bounce due to good footwork. Very good rebounder, especially offensively. His instincts shine through in how he tracks the trajectory of the ball. Struggles defensively, but he plays hard and is a fluid athlete. With the right coaching he could become an effective two-way player.",Wake Forest,sophomore,225,83.0,107.0,-0.2,0.8
167,19.2,19.0,2017,82.0,JARRETT ALLEN,"Intangibles are concerning. He’s not physical, avoids contact inside. Classic big who wants to be a guard. Lacks fundamentals defending the perimeter. Slides slowly laterally, doesn’t always get a good contest on jumpers. Instincts are lacking. Makes sloppy decisions as a passer, has slow reads on defense, commits careless fouls, is an inconsistent rebounder. Poor shooter at this stage. Shoots a medicine ball at the rim from outside. He has solid form, though, so might be an unsolvable, natural issue.",Big,"Tremendous measurables with a wide frame and a long wingspan. More light on his feet than he is a leaper, but he can throw down dunks. Good rim-protection upside. His fundamentals and awareness are poor but he’s so long and mobile that he could become an enforcer. Complementary offensive player who can hover on the baseline and dive in pick-and-rolls, and will run the floor hard in transition. If shot develops, could be a load straight-line driving to the rim. He has a surprisingly smooth handle and solid footwork.",Texas,NaN,224,89.0,110.0,-0.8,0.5
168,18.7,20.0,2017,82.0,IKE ANIGBOGU,"Loads up on his dunks too often, leaving him prone to being stripped. Plus, he rarely dunks with just one hand. Will need to be more versatile inside. Poor shooter with clunky mechanics. Needs to overhaul his mechanics, add the dip, and improve his set-point timing. Average touch on hook shots and layups, and bobbles tough passes, which may not bode well for him as a dynamic at-rim finisher. Gets into foul trouble easily by being too handsy, or not going straight up for blocks. Suffered a torn meniscus before the season and a sprained foot during the year, so medical reports are crucial to assure those were fluky injuries.",Big,"Tremendous shot blocker with both hands. Already has an NBA body with elite length and a frame to get even stronger. Hard-nosed player who competes on the boards and flat-out plays hard. Makes winning plays. Great pick-and-roll scoring upside. High-flying lob threat, explosive leaper off one or two feet. Also, sets strong, fundamental screens. Runs the floor hard in transition. Always a lob threat and seals off the opponent inside, makes himself an option for early-offense entry passes.",UCLA,NaN,230,90.0,111.0,1.9,0.0
169,19.1,21.0,2017,79.0,TERRANCE FERGUSON,"Lacks feel for the game; fails to execute basic passes, forces contested shots, rarely changes speeds. Shooting mechanics are a mess; there’s too much movement, and his form always looks different, leading to inconsistent results. He’s lean and struggles defensively to contain thicker, stronger players. Lacks awareness defending off-ball; loses track of his man or takes awkward angles fighting through screens.",Guard,"Elite athlete with fluid body movements, though he needs to improve his ballhandling to take advantage of his natural skill. Raw scorer, but he has major hot streaks where he drains 3s displaying the smoothness of elite shooters. Projectable defensive upside due to intensity level, athleticism, aggression, and terrific lateral quickness.",Adelaide / USA,NaN,186,81.0,103.0,-3.3,-0.3
170,19.5,22.0,2017,83.0,TONY BRADLEY,"Lack of explosiveness limits upside; not a lob threat or rim protector, two key skills for modern centers. Can improve defensive fundamentals, especially on the perimeter, to channel his aggression into production. Crucial he speeds up his gather when receiving passes from the baseline, otherwise he’s prone to being blocked. Should strive to improve his Steven Adams–style flip shot in the paint to finish quickly when he’s not right at the rim.",Big,"Excellent rebounder who boxes out, has a nose for the ball, and makes timely outlets to his guard. High defensive potential. Not a true shot blocker but alters shots with his length and does a good job switching onto the perimeter. Good screener and finisher with soft hands around the rim, making him a good pick-and-roll threat. Shows good touch and solid jumper mechanics, so there may be untapped potential. Runs the floor hard in transition and carves out space under the rim for easy baskets or drawn fouls.",North Carolina,NaN,248,89.0,113.0,-7.5,0.0
171,22.5,23.0,2017,79.0,SEMI OJELEYE,"Spent two years at Duke before transferring to SMU. Hasn’t excelled versus elite competition, and is already 22 years old. Defensive intensity wanes. Doesn’t pick up many blocks, steals, or charges. Tends to be a beat late on his rotations. Lacks creativity as a ball handler and is stiff changing directions. May never be more than a straight-line bully driver.",Wing,"Good defender against bigs. He has a strong, sturdy frame, and plays with superb fundamentals defending without fouling. Versatile enough to defend guards and wings. Fights through screens, closes out well. Smooth, simple one-motion spot-up shooting form with NBA range should translate. Needs to quicken his release, but it’s fixable. Athletic at-rim finisher. Hangs in the air and handles contact well in traffic. Can throw down dunks when he has space attacking closeouts.",SMU,junior,235,82.0,102.0,-4.7,-0.8
172,19.1,24.0,2017,85.0,ISAIAH HARTENSTEIN,"Average athleticism and length. Not a rim protector. Doesn’t always play up to his size, partially because of his poor posture. Subpar foot speed defending the perimeter. Has long-term upside due to his fluidity but fundamentals must improve. His NBA game is largely dependent on his shot improving. If it doesn’t, he may not offer enough in other areas.",Big,"Excellent ball handler with good body control, making him a threat to attack closeouts or create from the perimeter, if his shot develops. Projects as a plus shooter due to his good form, though at this stage he’s inconsistent. Might be an issue with his hands due to odd rotation on shot. Takes risks as a passer, but it’s clear he has tremendous vision. He will need to cut down on careless turnovers, though. Good rebounder with a nose for the ball, especially on defense. Offensively he’s only average on putbacks since he’s a below-the-rim player.",Zalgiris / Germany,NaN,225,86.0,109.0,-3.9,-0.1
